ts,client_msg_id,channel_id,thread_ts,latest_reply,team,type,user,text,subscribed,reply_count,reply_users,blocks,reply_users_count
2020-09-25 08:43:40,93f7233e-fc31-46f1-80d0-d48f477f038f,CH307T4JG,1601023420.0039,1601102335.0057,T7GMC60JX,message,U017A55PE9E,"With 0.37.1\nThis log keeps repeating:\n```INFO:werkzeug:167.71.34.138 - - [25/Sep/2020 08:33:25] ""POST /ws/v1/cluster/apps/new-application HTTP/1.1"" 404 -```\nHave not looked into it yet, but just reporting for now. It seems to have no visible impact.",,4,"[""UH0UPCJVD"", ""U017A55PE9E""]","[{""type"": ""rich_text""}]",2
2020-08-30 23:40:48,6df7418b-561d-49fd-918b-f8cc9389f9e6,C0170U650CQ,1598830848.0018,,T7GMC60JX,message,URQJZJKKK,"Thanks for the response, that thread did not shed any light on my particular problem though. I can see the menu items fine and in the logs I can see the scheduler running but I get `connection refused` so that's why I think maybe it can't authenticate. I have also set the correct user to send the notifications as in the config as well.",,,,"[{""type"": ""rich_text""}]",
2020-09-02 17:37:33,207c8371-61ee-40cf-b784-30a9f4d6823a,C015WAR4SDV,1599068253.0018,,T7GMC60JX,message,U01A3JG6NE8,"Hello Everyone, I am Chloe. A data PM from Dropbox. We are currently use superset internally as one of our primary analytical tooling",,,,"[{""type"": ""rich_text""}]",
2020-09-29 07:11:31,be8e847d-a6f6-42af-bc93-8191005c3720,C7G8CG0LR,1601363491.0616,1603129595.2489,T7GMC60JX,message,U0144UAHXKJ,"Hi does anyone have interesting *request* or *dashboard* for *superset usage, monitoring* and timings ?\nI'm willing to parse the log table and get some usefull insight (e.g. what dashboard is the slowest one...)\nI would be happy to share some requests/dash with other :superset: admins\nand post these into the superset doc afterward.",,6,"[""U0144UAHXKJ"", ""U01A5H37BPY"", ""UFP6V5W4E"", ""U7HPM7JHL""]","[{""type"": ""rich_text""}]",4
2020-09-29 18:04:15,67605def-6759-44af-84f4-028912d37fe1,C7G8CG0LR,1601402655.0682,,T7GMC60JX,message,U01A5H37BPY,(Following this thread),,,,"[{""type"": ""rich_text""}]",
2020-09-26 06:38:55,2fc6d5a4-321e-45a3-9bcc-478fa88da87f,CH307T4JG,1601102335.0057,,T7GMC60JX,message,U017A55PE9E,"Its very odd. This is running on an standalone EC2 instance, with no yarn. I fired a curl to the URL\n`curl -v -X POST ""<http://localhost:8088/ws/v1/cluster/apps/new-application>""`\n\nAnd got the following:\n```curl -v -X POST ""<http://localhost:8088/ws/v1/cluster/apps/new-application>""\n*   Trying 127.0.0.1...\n* TCP_NODELAY set\n* Connected to localhost (127.0.0.1) port 8088 (#0)\n&gt; POST /ws/v1/cluster/apps/new-application HTTP/1.1\n&gt; Host: localhost:8088\n&gt; User-Agent: curl/7.58.0\n&gt; Accept: */*\n&gt; \n* HTTP 1.0, assume close after body\n&lt; HTTP/1.0 404 NOT FOUND\n&lt; Content-Type: text/html; charset=utf-8\n&lt; Content-Length: 232\n&lt; Server: Werkzeug/1.0.1 Python/3.6.9\n&lt; Date: Sat, 26 Sep 2020 06:30:25 GMT\n&lt; \n<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2 Final//EN"">\n&lt;title&gt;404 Not Found&lt;/title&gt;\n&lt;h1&gt;Not Found&lt;/h1&gt;\n&lt;p&gt;The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.&lt;/p&gt;\n* Closing connection 0```\nWhat I don't understand is why is Superset trying to hit this URL. The 404 error is from the superset log.\n\n<http://pypi.org|pypi.org> says:\n<https://www.palletsprojects.com/p/flask/|Flask>\u00a0wraps Werkzeug, using it to handle the details of WSGI while providing more structure and patterns for defining powerful applications.",,,,"[{""type"": ""rich_text""}]",
2020-08-28 15:55:10,f0df236b-033d-4692-b12c-07b603c0a9fc,C0170U650CQ,1598630110.0283,,T7GMC60JX,message,UM4AW481K,"hey, nope - slack integration works exactly like email integration. Only difference that you need to specify slack token in the configuration",,,,"[{""type"": ""rich_text""}]",
2020-08-28 15:56:01,a79a3f44-d16f-485a-b038-2c68079fa043,C0170U650CQ,1598630161.0288,,T7GMC60JX,message,UM4AW481K,"I plan to share more docs, but would happen probably some time in q4",,,,"[{""type"": ""rich_text""}]",
2020-08-31 07:42:47,7edc5cbf-e6c1-439a-9972-71eb6029b7c7,C0170U650CQ,1598859767.0082,,T7GMC60JX,message,U0131V7SMEE,did you try with chrome browser?,,,,"[{""type"": ""rich_text""}]",
2020-08-31 07:44:29,936226bf-cb59-4004-b6c9-9bee3c6df371,C0170U650CQ,1598859869.0085,,T7GMC60JX,message,URQJZJKKK,"Yeah got a different error though\n```Task email_reports.send[a3e89f72-f70d-4842-9afa-a6c28b38c3fd] raised unexpected: WebDriverException(""unknown error: Chrome failed to start: crashed.\n  (unknown error: DevToolsActivePort file doesn't exist)\n  (The process started from chrome location /usr/bin/google-chrome is no longer running, so ChromeDriver is assuming that Chrome has crashed.)"", None, None)```",,,,"[{""type"": ""rich_text""}]",
2020-08-31 17:05:10,9547cd72-42fc-4f4e-8576-42ad7f5845f4,C7G8CG0LR,1598893510.0083,,T7GMC60JX,message,UHK31ESN4,"Hmmm.... the fact that this is a server-side error makes me inclined to think that it's not your plugin causing the problem. At least, it's not one I've seen occur before! I would check the following if you're able:\n1. You browser's console logs for any interesting errors/warnings \n2. Your browser console's ""Network"" tab (assuming chrome) to see if you get any additional details in the error response from the server\n3. Your server logs (assuming you're running it locally) to see if the request throws any visible errors there.\n<@UMTM37Q64> <@UH0UPCJVD> have you encountered a 405 like this in the wild?",,,,"[{""type"": ""rich_text""}]",
2020-09-29 07:16:29,67f3247a-4e69-4647-9f1e-37f58e18d5f3,C7G8CG0LR,1601363789.0617,,T7GMC60JX,message,U0144UAHXKJ,"ohoh, there is one there .. <https://github.com/apache/incubator-superset/issues/3317#issuecomment-323099626>\n&gt; Actually we log most page views in the ""logs"" table in the metadata database. We should ship a ""Superset usage"" dashboard along with the app. We have one internally that looks pretty neat. We also have one for Sql Lab usage as well.\n<@U7HPM7JHL> do you mind sharing your superset usage dashboard ?",,,,"[{""type"": ""rich_text""}]",
